id,description,text,account_value,actor_value,frame_value,llama_classification
id_1074053459333275648,We’re the Chicago chapter of the @DemSocialists | Media Requests: communications@chicagodsa.org,"Tomorrow help canvass for CDSA endorsed 40th Ward Aldermanic candidate @UgoOkere40! The 40th is ready for expanded affordable housing, participatory budgeting, and more money for our neighborhood public schools – but only if we fight for it!

🌹🌹🌹🌹🌹🌹

https://t.co/W0BXs5XDwZ",Organisation,Civil,Dem,democracy
id_1167560883524030464,We provide #onlineengagement tools that improve the way organizations engage with their communities and stakeholders.,"When Participatory Budgeting is taken seriously and is based on mutual trust, local governments and citizens can both benefit, but where do you start? Check out our article on here &gt; https://t.co/CeSXeOvNf0 https://t.co/uiM0Cd1BgQ",Organisation,Media,Dem,democracy
id_641659880428994560,"Newspaper since 1988, covering the Northwest Bronx. Retweets are for informational purposes.",Participatory budgeting sessions presided by Councilman Andrew Cohen set to begin mid-September http://t.co/EvRQtmhP89 via @NorwoodNews.,Organisation,Media,Dem,democracy
id_813504294016065536,"Great #UrbanPlanning starts with informed #CommunityEngagement.

Proud to be your top-rated #PublicEngagement software. Earn AICP CM credits with our webinars!",Can Participatory Budgeting Help Improve Democracy? https://t.co/1sNK5PXfvb via @PublicAgenda,Organisation,Civil,Dem,democracy
id_689963314533810176,Doctoral Student at Grenoble Ecole de Management,"Real Money, Real Power: Participatory Budgeting https://t.co/yuSzGwAayB",Individual,Citizen,Dem,NA
id_585787117533552640,Twins dad. Architect. The rest is a blur.,@MarkLevineNYC - Some good options for Participatory Budgeting in D7. Is there a way to vote online or via mailed ballot? I believe D6 can.,Individual,Citizen,Dem,democracy
id_646065278510493697,"We are an organization dedicated to the enhancement and development of the Residential, Retail, Commercial and Industrial Life of our Gowanus neighborhood.",Participatory Budgeting in District 39 is kicking off again and WE NEED YOUR IDEAS! Come to one of the following... http://t.co/5kLllLwtig,Organisation,Political,Dem,democracy
id_590520894402920451,President of @Carahsoft.,Participatory budgeting – citizen engagement in action http://t.co/BmbvnRT9nO,Individual,Citizen,Dem,democracy
id_863046865704689665,A nationally recognized team of Parks and Recreation professionals dedicated to building better lives & a better community for all of Greensboro. Come Join Us!,Good to see folks participating in Participatory Budgeting! That's what it is for! https://t.co/p5KRRMW15Q,Organisation,Civil,Dem,democracy
id_1059482973454577664,"she/her | chicago digital strategist | vp digital marketing @ContentImagine | founder/publisher @LoganSquarist | #journalist, #glutenfree #knitter + #runner",Vote on Where the 35th Ward Spends its Money: Participatory Budgeting https://t.co/tpbXr4O674 https://t.co/PJGQbQBmo1,Individual,Citizen,Resources,NA
id_1113033461248425984,"We create a safe & welcoming community to enrich & uplift youth & families towards success through shared cultural, art & educational experiences.","My name is Jazlynn, I'm 15. I believe youth should vote in Participatory Budget [PB] because we should decide on making our community better &amp; stronger. Vote here: @HPAC10474 @THEPOINTCDC &amp; local community boards #YouthVotePB #dycd @nycyouth @Salamancajr80 @BSSWA269 https://t.co/xkj2k5pSyK",Organisation,Edu,Dem,democracy
id_1328911467609931776,"We’re Hayward activists, organizers, parents, teachers, students, workers, and residents coming together to create real progress in the Heart of the Bay.","One of the demands we put forward was the establishment of a participatory budgeting committee open to ALL Hayward residents. A survey by City Staff shows 60% of respondents support this idea. So why is City Manager McAdoo recommending the Mayor select all participants?
1/",Organisation,Civil,Dem,democracy
id_1118939338342006785,"Always thinking about future of education, always learning, What's Best for Kids, Superintendent of Schools at Coxsackie-Athens CSD,",Sharing my support to 7th graders as they begin participatory budgeting project. https://t.co/VOACTHX80Q,Individual,Edu,Dem,democracy
id_1256284757614301184,Building a better democracy | Dros well ddemocratiaeth,"Recommendations include a move to participatory budgeting, annual leave or time off for democratic engagement, a new civil society 'code', and a review into the health of civil society in Wales https://t.co/EmKZ4VUnss",Organisation,Political,Dem,democracy
id_971465559140372482,Our vision is to create a North Ayrshire that is Fair for All. See our plan ➡️https://t.co/BOQSBcafdr Monitored 8am-9pm weekdays & 10am-6pm weekends.,Garnock Valley Residents -  Take part in your PB Decision Day on Saturday by dropping in to vote for the local projects that you think will best use funding to make a difference in the area! https://t.co/iwZCAwusiq   #ShapingNorthAyrshire https://t.co/BjQWCROqol,Organisation,Civil,Resources,NA
id_582499857803423744,Chair NHS Education for Scotland,@MarcoBiagiMSP - Participatory budgeting important resource for healthy civic democracy.  #hscileaders,Individual,Edu,Dem,democracy
id_1217174621520265216,"Official page for Chicago's 33rd Ward Alderman Rossana Rodríguez-Sánchez.
This account is for ward announcements. Please submit service requests to our website.","How would you use $1 million to improve infrastructure in the 33rd Ward? Voting is now open for our Participatory Budgeting process! If you live in the ward &amp; you are 14 years or older register for an online registration in the link below:

https://t.co/Rvu7kRw6M4",Organisation,Citizen,Resources,NA
id_1107970713791664133,you know why.,Governments ‘showing signs of moving towards participatory budgeting’ https://t.co/s1TP2BF1zC,Organisation,Civil,Dem,NA
id_831550265459359745,Official Police Scotland Twitter feed for North East of Scotland. Not for reporting crime. Non-emergency dial 101 & 999 in an emergency. Not monitored 24/7.,"The #PSYVFraserburgh assisted the Community Safety Group's effort to secure AED's for #Fraserburgh &amp; area, at the Participatory Budget event https://t.co/DHP7csbEXk",Organisation,Political,Dem,NA
id_901047249572171776,Digital Democracy Consultant @Delibthinks.,@DemsocScotland's research into Digital Tools for Participatory Budgeting report :) https://t.co/ZijwliWZbZ,Individual,Citizen,Dem,democracy
id_705013312640176128,"Avid baker, photographer and sometimes runner. Product manager working in patient experience in the UK and Australia",Really interesting to hear how @NHSnecs used participatory budgeting for mental health spending for the first time in the UK #PatExp,Individual,Citizen,Resources,democracy
id_1103312029140615170,"Flexible, accredited training/learning/courses for business in service design. First SDN Organisational Accreditation. SDN Accred. Trainers","Reminiscing about #SDAHelsinki whilst learning about @wearehellon @SDinGov We were kindly presented with this OmiStadi Participatory Budgeting card game as a gift, when we visited Kirsty from the PB department in Helsinki last year #SDInGov @KLBain_90 @Joprints https://t.co/TLNRYKd7OX",Organisation,Civil,Dem,NA
id_737997429631508480,"Reporting on responses to economic injustice in cities. Senior Economics Correspondent, @NextCityOrg. oscar@nextcity.org he/him #FilAm it’s pronounced a-bell-oh",NEW POST: Participatory budgeting reaching the disenfranchised. @MarkLevineNYC @MMViverito @bradlander @PBProject https://t.co/vwcdtCNo9s,Individual,Media,Justice,democracy
id_732993814466420737,Curating breaking news related to social and cultural impact from leading thinkers and journalists in Boise.,"The People’s Budget: Participatory budgeting, which enables citizens to decide how to spend public funds, is… https://t.co/2Ja85ZR9w0",Organisation,Media,Dem,NA
id_585461845718392832,"CACF | NYC
Building a community too powerful to IGNORE
CACF is the nation’s only pan-Asian children and families’ advocacy organization fighting for equity","""Civic participation should happen year-round."" @theCPANYC's Mae Lee encourages APAs to turn out, including for #participatory budgeting",Organisation,Political,Dem,democracy
id_872873108755140610,"Sinn Fein TD, County Wexford","Participatory budgeting and citizen.participation
Seminar in Dublin today.with Dr.Roslyn Fuller.(Founder solonian... https://t.co/DNJwR4qDt5",Individual,Political,Dem,democracy
id_930382257789038592,"MD of VIE ltd - Value, Involve, Evolve. Non-exec Director @SocialValueUK #socent #socialvalue #personaldata #codesign #frsa  #wise100",“The real strength of a community organisation doing Participatory Budgeting is that it doesn’t have red tape and can do something quite radical.” Jan Pringle #pbscot17,Individual,Citizen,Dem,democracy
id_1313088302656950273,"Humanitarian|| Content Specialist|| Leader|| #MUFC Addict...To Jesus be my Glory. #BBNaija

#VBANK 1001136294","Mr. Stanley Achonu representative of the OGP chairman said ""citizen's can be governed within their context by adopting participatory budgeting that meets their needs and improve service delivery from the government.

cc @GovKaduna @KBStGovt

#PROACTStateOGPreview https://t.co/kPvbKbr6BE",Individual,Citizen,Dem,democracy
id_586543598675558400,"I am an Indian Healthcare & Management Professional , Socio-Political Activist , who is well concerned for the Social welfare of common masses of the Country,",NCT Govt To Invite Suggestions For Participatory Budget—A True Democratic Govt. of People -Real spirit of Swaraj.. http://t.co/DgCg4g5vdL,Individual,Political,Dem,democracy
id_1116711569650540544,Lijsttrekker @Piratenpartij | Fractievoorzitter in @WaterschapAGV | PhD in Artificial Intelligence | Bestuur @StDrugsbeleid @MeerDemocratie,"Online Participatory Budgeting in Reykjavik 🇮🇸:
Making democracy easier and more fun! 😃 https://t.co/dPLMgpQxSQ
#democracy #edemocracy @CitizensFNDN @DemsocScotland @demsoc https://t.co/l45fDeFlVx",Individual,Citizen,Dem,democracy
id_1044295589226303488,"NYC Council Member (D-10), Transportation Committee Chairman. Creating A Stronger America Together.","I am thrilled to be adding Participatory Budget to this month’s Constituent Night. Please join me on 9/26 to learn more and stop by the table to provide your ideas for the district. Want more information or to submit ideas online, visit https://t.co/vNIlSU0bdQ  #CouncilDistrict10 https://t.co/pOogmSuNXI",Individual,Political,Dem,democracy
id_886579489316237312,The Philadelphia Citizen is an independent news outlet focusing on solutions to make Philly a better city and ways to inspire locals to be more engaged.,"Should Philadelphia adopt Participatory Budgeting like Boston, NY and Chicago? Let @PhillyMayor know!
https://t.co/4BcFmtZW67",Organisation,Media,Dem,democracy
id_1107748047772098561,"Official account of our brilliant secondary school in @StirlingCouncil, Scotland. #Respect #Responsibility #Achievement","Your Stirling: You Decide is Stirling’s version of participatory budgeting, an initiative that gives local... https://t.co/sLAisWOiw5",Organisation,Edu,Dem,democracy
id_589874201584078851,"Campaign to educate, agitate, eradicate illegitimate debt & burden debt plays in our lives. Organising for citizen-led UK localgov debt audit.",#ParticipatoryBudgeting Opens Up Voting to the Disenfranchised and Denied   http://t.co/jTLb5wJdHj,Organisation,Civil,Dem,democracy
id_847082712817176576,Public service product designer. Physical-digital worlds. Rethinking the parking sign @toparknottopark. Cataloging delightfully functional @city_objects.,Wonder if we could have participatory budgeting at the federal level too. I just voted. https://t.co/AsZthrmmB5 https://t.co/Qnz81lniyr,Individual,Citizen,Dem,democracy
id_1091286309061185536,"Information, news and resources for participatory budgeting in Scotland.","Have you listened to our podcast yet? Exciting discussion with @EvelynOD1 from @GlasgowCC &amp; Rosie Ilett from @CPAGScotland, talking about the Participatory Budgeting in Glasgow so far, including tackling child poverty in the Calton Ward @caltonw9choices https://t.co/p7LFK0Xl1A",Organisation,Media,Justice,NA
id_830104056207126544,"Managing Director, KnowNow Information. Programme Lead for Business + Enterprise at Shaping Portsmouth. Tweet about Tech, Portsmouth and life with twins.",How to give Citizens a greater role in bottom-up Smart Cities. Participatory Budgets - https://t.co/VXthJJ038k #smartcities https://t.co/9VLmf6aqhJ,Individual,Civil,Dem,democracy
id_792928855564677121,"WE BUILD, GROW, AND SUSTAIN WORKER-OWNED GREEN BUSINESSES TO CREATE A STRONG, LOCAL, AND DEMOCRATIC ECONOMY ROOTED IN RACIAL AND GENDER EQUITY.",Participatory Budgeting &amp; Worker Co-ops come from the same idea...that those who experience a problem are the... https://t.co/rCpfi5HYf3,Organisation,Civil,Dem,problems
id_616584086782611456,"Nursing student. Former editor of @CityLimitsNews. Dad of 2 who married very well. Boston-born, New Britain-raised, Bronx proud. Go Sox & Pats.","Participatory Budgeting Swells, and so do Questions About Impact http://t.co/YUHrGZE7Sk via @citylimitsnews",Individual,Citizen,Dem,democracy
id_1166097117892567040,"Gambia Participates is a youth-led CSO that promotes good governance, enhance participatory democracy, transparency, accountability and corruption reduction.","We are happy to have @HamzyCODE our partner from Nigeria, who is in The Gambia on the invitation of @IRIglobal Gambia office to train CSOs on Participatory Budget and Budget Accountability.

#FollowTheMoney https://t.co/vxYAax2oEf",Organisation,Civil,Dem,NA
id_1124184329154957312,95.5 WSB - Atlanta's News & Talk,"Atlanta residents could get a more direct say in how to spend some of their tax dollars under a new “participatory budgeting” plan.
https://t.co/xzCZ7dPUbz https://t.co/85ydJojfr5",Organisation,Media,Dem,democracy
id_1346495128144384008,apprentice @matthewkonar architecture.  designing experiences + places. outspoken community activist.  urban gardener.  wife + mamma.  living life worth living,"""Government is the people that show up. Really the people who CAN show up.."" this line from the beginning of the talk is just one of a dozen great thoughts. Bottom line - how could participatory budgeting change our democracy? @Shari_Davis1 @TEDTalks  https://t.co/o3xvlWeszv",Individual,Citizen,Dem,democracy
id_730042609222160386,"Life in NYC, education and cul-cha, history, herstory, technology, and the future of work. #DigitalMedia OG.",70k+ people in US &amp; Canada decided how to spend nearly $50 mil in their communities through participatory budgeting: https://t.co/gYv0SZJr8z,Individual,Edu,Dem,democracy
id_761277934132928512,Participatory Budgeting Champion. TTC Commissioner. City Councillor for #DonValleyNorth. Building a Toronto for our kids’ future.,Participatory Budgeting DownUnder:How would you spend $350K? https://t.co/Cz4c30rVMu @Ward33Team Clipping: TOpoli,Individual,Political,Resources,NA
id_1111373077651181569,"Council Member, Education Chair, proudly repping #BathBeach #Bensonhurst #ConeyIsland #Gravesend #SeaGate, educator, Brooklynite, dad to my rescue dog Jessie 🐾","Participatory Budgeting 2019 is almost here.

Your voice matters &amp; you choose how we can improve our neighborhood w/ #PBNYC! Join me and come out 3/30 – 4/7!

Find your @PB_NYC voting site! https://t.co/JXxzFw6aCV https://t.co/SLFkyGelj5",Individual,Political,Dem,democracy
id_1107761541116555264,"VOTE APRIL 1- 30, 2018 ON YOUR FAVORITE PROJECTS @ https://t.co/TTBTlxnKQU!

City of Vallejo program giving residents a  voice in how to spend their tax dollars!","Last week our Participatory Budgeting Budget Delegates decreased their project proposals from 16 to 12 proposals. This difficult exercise was accomplished by working as team to rank proposals by greatest need, feasibility, and public benefit. https://t.co/pO3tqj89GH",Organisation,Political,Resources,democracy
id_1111637526475870208,@postcarbon news + media blog focused on building #communityresilience // Subscribe to our daily or weekly digest: https://t.co/L4vD1IGgsz,Participatory Budgeting: When Government Really is by the People https://t.co/2WzElZ9j31 https://t.co/RS4U9Q3hvb,Organisation,Media,Dem,democracy
id_829408341403246593,A global community sharing knowledge and stories about public participation,What happens when you initiate participatory budgeting in a city w/low civic engagement and a dormant civil society? https://t.co/4LMEQOjBgY https://t.co/Le2lGTQqio,Organisation,Civil,Dem,democracy
id_846819981996249088,"NYC Council Member District 6; Upper West Side Community Leader; Chair, Committee on Women + Gender Equity; Mother, Wife, + Friend. #KindnessMatters","UWSers are voting today to fund community projects via Participatory Budgeting. Join them! Vote today 5-7pm at Hargrave House, 111 West 71st https://t.co/bXi4coCfWw",Individual,Civil,Dem,NA
id_1060611728906567683,We are local elected officials fighting for racial and economic justice. We build power with community to reshape what's possible in our localities.,"From our election recap...Hugely important ballot initiatives passed all around the country:
- voting rights expansion in Florida
- affordable housing bond in Austin
- big biz tax to combat homelessness in SF
- citywide participatory budgeting in NYC
https://t.co/SCOwDitwjf",Organisation,Political,Dem,democracy
id_811715728931815424,"she/her • French Press coffee, dark chocolate • Parent Representative,  Massachusetts Board of ESE serving til reappointed or successor is appointed",Vallejo: A model for broader engagement in participatory budgeting https://t.co/k5Dt6b4SeR @PublicAgenda,Individual,Citizen,Dem,democracy
id_1412732565610508290,"The joint biggest party in Bristol. 24 councillors, over 1000 members. Hard work all year round.","Last night at Full Council we welcomed the approval of the recommendations from #Bristol's first Citizens' Assembly 🙌

We're also calling for the Council to bring in participatory budgeting 💷

https://t.co/CzgBxQu1fo",Organisation,Political,Dem,democracy
id_887748674155143168,"“Go read Ari’s tweets, people.” — @the_horserace","Cambridge participatory budget idea: ""5-6 floors of parking""
The limit is $800,000. Try 5-6 spaces.
https://t.co/3xopFxCcg4",Individual,Citizen,Resources,NA
id_1220715465984696330,"Information, news and resources for participatory budgeting in Scotland.",Participatory Budgeting has been used across the world and is now becoming central part of our democracy in Scotland – the PB Charter helps set a standard for ‘PB done well’. https://t.co/Hzu5BlIT5M #PBCharter,Organisation,Media,Dem,democracy
id_1187318892554870785,Difficult to get a man to understand something when his salary depends on his not understanding it',"""deliberative democracy..

Perhaps the best example is the participatory budgeting programme in the Brazilian city of Porto Alegre. Between 1989 and 2004, citizens were able to decide how the city’s entire investment budget should be..""
Via @GeorgeMonbiot
https://t.co/TvAb3CJdNi",Individual,Citizen,Dem,democracy
id_670959542151331840,Retweeting interesting news regarding #innovation and new products. Manager: @francescodbossi,Caitlyn74902: RT GillianEasson: RT Bernd_Fesel: #Culture #Innovation: Portuguese Town Uses #Gamification for Participatory Budgeting. Share…,Organisation,Political,Dem,democracy
id_1294206138163044354,📚 Social protection research @poverty_action 🎓 Board chair @MawazoInstitute 🌍 African scholarship list https://t.co/Lxl7YGEknS 👩🏼‍💻 She/her 🗣 Views my own,Good post from @edrwigi about how participatory budgeting in Kenya's counties often has informal limits on who can participate https://t.co/1ZhE6G0cTj,Individual,Media,Problems,justice
id_800754304927797248,"National Digital Government Leader, Deloitte Canada. Former Chief Digital Officer for BC, @OpenGovCan, #GCdigital & @ActionCanada.","Luc Richard on best practices for participatory budgeting from @CityofDieppe, highlighting courage &amp; dialogue #GovMaker #opengovcan https://t.co/UX3Dx0Ymok",Individual,Civil,Dem,democracy
id_575708089812393984,"Research center and think tank @Kennedy_School. Here to talk about democracy, government innovation, and Asia public policy.","New article by @hrgilman on participatory budgeting, a standout #democratic innovation employed in Brazil &amp; elsewhere http://t.co/R5fPB2Eeim",Organisation,Edu,Dem,democracy
id_565340176210481154,"Creator of: Like Right Clothing™
ya Never been this FLY in ya Life !!","***Share Your Ideas***
#Vallejo *Participatory Budgeting* please come to voice your ideas on where the… http://t.co/smCfHKADHc",Individual,Citizen,Dem,democracy
id_1074639130208935937,"Information, news and resources for participatory budgeting in Scotland.","New blog by @SCDC_Andrew shows how PB is a great way to advance children’s right to participate. ""As a tool, PB can be thought of as a useful way for any duty-bearer to support children’s rights, including local authorities and other public bodies"". https://t.co/FAlvQJRQYg",Organisation,Media,Dem,democracy
id_552244199580372992,i am a Filipino.,GovPH's Grassroots Participatory Budgeting Program now has a #transparency portal: http://t.co/wla6BcchUg http://t.co/bRPhMC7QMG #bub #money,Individual,Citizen,Dem,NA
id_924945308571848705,A tiny teddy who tweets things because @Grumpy_Mel makes me.,Participatory budgeting given go ahead in Scotland https://t.co/GDgrkpDsK6,Individual,Citizen,Dem,democracy
id_613806516643176448,"An educational charity committed to better politics through leadership development and responsive, resilient democratic institutions.",Is there benefit to inviting citizens into budgeting conversations? Exploring participatory budgeting for #nspoli: http://t.co/5pvdUNF47t,Organisation,Edu,Dem,NA
id_900375051500834818,"Network Coordinator, @TaxJusticeNet. .... Making motion graphic mischief as https://t.co/I3mFsdQjxD 'I could only believe in a god who dances' - Nietzsche",RT @NewEconomics: Portugal announces the world's first nationwide participatory budget https://t.co/IMHPM1JaPA  https://t.co/8Mcb1Vrk7g,Individual,Citizen,Dem,democracy
id_990996086226604032,"Fungal Ecology and Conservation @CFE_UC | Chair @EMAConservation | Board @PortugalEcology | Member @IUCNfungi @IUCNssc | One nine-year-old boy, two black cats.","Let's celebrate Fungi!

Some colleagues and I @CFE_UC have submitted a proposal to the national participatory budgeting! #OPP2018 #SciComm Check it out (in Portuguese) 👇 🍄❤️
https://t.co/s2FB3tpa6Q https://t.co/uSkM1YjL1D",Individual,Political,Dem,NA
id_973548308760354816,"Prestwick North Community Council.  Meetings held last Tuesday of the month at the 65 Club, Main Street, Prestwick @ 7pm.  Public warmly welcome to attend.","Two of our community councillors at the weekend's participatory budgeting event, Shirley and Mike Tomlinson.... https://t.co/cvjnPlJrBi",Organisation,Political,Dem,democracy
id_1265343449009717248,"The National Community Reinvestment Coalition creates opportunities for people to build wealth. We champion fairness in banking, housing & business.#JustEconomy","Participatory Budgeting is a key element of greater equity in our communities and creating a #JustEconomy.

Read more: https://t.co/Oyj1aLbtJY",Organisation,Civil,Justice,justice
id_1174843876206665728,"School Board Trustee,  District 7 - Dallas ISD",Interested in learning more about Participatory Budgeting? Join the workshop on Saturday afternoon at the Hampton and Illinois Library! https://t.co/ePWeMy2yrF,Individual,Edu,Dem,democracy
id_807216870537437188,"Dir dvpt et innovation @ParisJeTaime ex Conseillère Innovation de @Anne_Hidalgo, #startups #edtech  #sustainability #ESS #openinnovation",Paris participatory budget is transforming relationship between city &amp;citizens @Anne_Hidalgo  #OGP16 #OGPLocalGov https://t.co/GhP6yUPpEW,Individual,Citizen,Dem,democracy
id_1433765554385477665,"A place of faith and learning: where we love and care for each other, work hard and always try our best, following in the example of Jesus our teacher.","Still looking for some parents/carers to volunteer for our participatory budget group. Have some very enthusiastic pupils who can’t wait to get involved. They are full of ideas. First meeting Thursday 9th Sept @ 2pm. Please get involved,help our school community have their say.",Organisation,Civil,Dem,NA
id_1083044545162559490,Ending the cycle of poverty and revitalizing the EMMA and Beechwood neighborhoods.,Hello everyone! Do you know about Participatory Budgeting? It is a democratic way to decide how your tax dollars will be spent and the voting is now open! One project we'd like to highlight is City Roots Community Land Trust. They plan to... https://t.co/4hIogp9WOz,Organisation,Civil,Dem,democracy
id_1364968484195737617,"Global nonprofit committed to shaping a better urban future.
Subscribe: https://t.co/Vhtv5YqpGf

🎧 threesixtyCITY: https://t.co/vijFk8KFaO","#WellbeingCities [1/5] In 2020, @Bordeaux won #1 place in the category ""Integrating Nature and Biodiversity"" for their Sustainable Participatory Budget Initiative. 🌱 https://t.co/EYcJE0rmAM

Find out what it takes to become a 2021 Wellbeing City! https://t.co/DeB5LT2BaJ https://t.co/JB7f5Ct2yl",Organisation,Civil,Dem,NA
id_632084046575706112,I am not responsible for any RT/Auto tweets from http://t.co/Sh2LMLtcOk,AAP Feeds RT @msisodia: Participatory budget meetings (mohalla sabha) r like a fest of democracy in Porte Alegre. … http://t.co/NrIRgSzkZA,Individual,Citizen,Dem,democracy
id_606197004344147968,Partnerships Global South @ugent,Putting the money where the mouth is: Boston’s participatory budgeting programme http://t.co/hs9stFApaw via @Cities_Today,Individual,Citizen,Dem,NA
id_708016903571312641,"The Official Twitter Handle for Kivutha Kibwana.
The First Governor of The People's Government of Makueni County - Kenya.",@WorldBank is documenting the FY 2016/17 participatory budget process where communities av a direct say to devlpt. https://t.co/4676VlVwgz,Individual,Political,Dem,NA
id_994557598564315136,@FineGael MEP for Dublin | VP of @eppgroup | Member of ECON and FEMM | Former Tánaiste & Minister | 📧frances.fitzgerald@europarl.europa.eu,The #Lucan participatory budget by @sdublincoco was also nominated and represented at #iipa18 by Palmerstown’s own Cllr. Guss O’Connell https://t.co/KkbHdVavj6,Individual,Political,Dem,democracy
id_679054851754602497,"News, commentary, features and events for Cambridge, Massachusetts","Transportation, bicycle projects dominate second year of participatory budgeting vote. See https://t.co/0c46TmtSgK. #CambMA",Organisation,Media,Resources,NA
id_645721043689205760,Your resource for daily Toronto real estate sold prices as seen on MLS. Join our free homes sold report newsletter!,Toronto gives some residents a choice with participatory budgeting » http://t.co/Pnz7Gx2YTR,Organisation,Citizen,Dem,democracy
id_984776653317525505,SanFrancisco Bay Area writer/blogger invites your comments at:,@CityofVallejo has proclaimed the month of April #Participatory Budgeting month. Now is the time to vote online or in person for the projects that will make a big difference in the lives of Vallejoans. https://t.co/XKOomLLl9y,Individual,Media,Dem,democracy
id_1107648669891866624,"We are a charitable, community-based housing association operating in Maryhill & Ruchill to build, improve, manage & maintain houses. Account not monitored 24/7","Don't forget - Young Movers (YoMo) are holding a Participatory Budgeting event tomorrow (Tuesday 19th March) from 5.30pm to 8.30pm at Maryhill Community Central Halls.

This is a great opportunity for anyone aged 8+ to vote on how £40,000 gets spent within Maryhill and Ruchill! https://t.co/VlqLYVHqL6",Organisation,Civil,Resources,NA
id_1058670528674840576,Former Senior Manager in local Government who believes in the power of people to transform communities through learning.,"The North Coast participatory budgeting event is filling up with people despite the worst the weather can throw at us.

Lots of discussion about creative and supportive projects, great example of people learning from each other https://t.co/F6YV1ehOHQ",Individual,Citizen,Dem,democracy
id_718608337722589184,"Dad, husband.  Brooklyn.  Affordable housing, energy efficiency, local issues. The goal is important but lets talk about getting there #yimby #yanggang 🧢",Community Engagement Prized by Participatory Budgeting Proponents https://t.co/llHgnubnUV via @GothamGazette,Individual,Citizen,Dem,democracy
id_1126766397898407936,Convinced Cooperative Learning solves most of the problems presented on EduTwitter. Hates social media. Loves conversation. Knows he must do better.,"@iwill_campaign Please join this free, public event to uncover with parents and teachers how #participatorybudgeting in schools might attract currently underrepresented groups to start and continue in #VOLUNTEERING. #PBinSchoolsUK @sharedfuturecic https://t.co/v8eyQ7FxlC",Individual,Citizen,Dem,NA
id_956074760668176384,NY🇺🇸- Montreal🇨🇦 - Stockholm🇸🇪 - Cape Town🇿🇦 - Chernivtsi🇺🇦 - and back again🇺🇸 #MPA; #RPCV 🌿🌎,"One meeting or a referendum is not #participatorybudgeting, the process must be repeated each year. https://t.co/cQpENYzqUz via @citizenlabco",Individual,Citizen,Dem,democracy
id_1108296137247723520,Social Development & Open Governance in Kenya at World Bank | ex FP analyst @franceintheus & @EU_Commission | @ScPo_Strasbourg & @UniKarlova alumna | 🇫🇷,“Participatory Budgeting #PB offers a first-rate civic education.” by @PantheaLee from @theReboot at #TICTec @OECD                      Argument in favor of PB initiatives in schools #SchoolPB #youthPB #youthontherise https://t.co/fcpzsPJIHa,Individual,Political,Dem,democracy
id_786960017773719552,PhD in Public Admin & Policy @SUNY @UAlbany; Activist @Monithon; Public policy analyst @PonGovernance. He/his,[book] Participatory Budgeting in the United States: A Guide for Local Governments https://t.co/S69CdOjEtV @CrysRCharles via @TheGovLab,Individual,Citizen,Dem,democracy
id_837103340731367425,Director of CJ Reforms @WorkingFamilies |@BernieSanders Alum| Architect of @DCfor15 |@TaxMarch |#FBR |#TheResistance | Blacktivist to the bone | Tweets=My Own,"@MeganEllyia calling 4 participatory budgeting, criminal justice reform, &amp; a comprehensive development plan #localfocusbigpicture #ward15",Individual,Political,Dem,justice
id_912424524053909504,"Since 1899, Jacob A. Riis Neighborhood Settlement's mission has been the same: to strengthen underserved communities and act as a catalyst for change.","It's participatory budgeting time! Upcoming neighborhood meeting this Wednesday, see flier for details. @PB_NYC https://t.co/cOZwBk3JfF",Organisation,Civil,Dem,democracy
id_958369363010056192,EngagePhase is a publishing service covering the emerging global community engagement and public participation industry.,"Issue #46 went out this morning: “Ethelo announces SaaS plans, MySociety report on participatory budgeting &amp; EngagePhase training calendar now online” #demopart",Organisation,Civil,Resources,democracy
id_580514806320521217,"Building Local, Green, and Fair Economies 🌱
🔗 https://t.co/tUXosYfPPC",*CAMBRIDGE RESIDENTS* Don't forget that Participatory Budgeting Voting is now open! There are some great ideas on... http://t.co/QQzcvJjH5E,Organisation,Civil,Dem,democracy
id_1070431671416184833,"Mayor Pro Tempore of @CityofDurhamNC, the US’s 72nd largest city and home of Major the Bull. This is my council account, but I speak only for myself. (she/her)",Durham Teens! Come to the Participatory Budgeting Durham @PBDurhamNC Youth PB Jam on the 15th and you could get a $10 gift card for telling us your idea to improve your community! Spread the word! Learn more here: https://t.co/L8UQZPj7Fr https://t.co/hkRY4ixmd5,Individual,Political,Dem,NA
id_1359208481014894595,"Co-Director of Delicious Democracy (DC's Creative Advocacy Lab).
Equitist, soulful advocate, myco-partner, improvisational bard. @RanktheVoteDC & Food Justice.","Has anyone made a tool to let folks participatory budget how we spend the $500m+ DC budget surplus? @FairBudgetDC ? If I made one, is there good data/resources on what the options should be and how much things cost?",Individual,Citizen,Dem,NA
id_591021185716072448,Do to others what you want to be done to you | I am ONE vote for Equal Money | Eigenaar Silky Waxing Salon | Principieel Leven | Blogger | Buddy @DIPLiteNL,Participatory Budgeting Opens Up Voting to the Disenfranchised and Denied http://t.co/4aUsSIvEvo,Individual,Media,Dem,democracy
id_1190228848044134401,"PhDc Architectural Democracy, CEO  Gamified Cohousing, Founder Cidadania Theater & World Music School, Graphic novelist","About the latest participatory budget of the city of #Helsinki, of 4.4 million euros, at the end, it's not the best project that wins but the one which makes the best advertisement.
Is this civic engagement and democracy?
#participatorybudget",Individual,Citizen,Dem,democracy
