user_id,marital,age,race,rincome,partyid,relig,tvhours,timestamp
id_598,Married,46,White,$25000 or more,Not str republican,None,1,2000-05-21T06:02:29Z
id_599,Never married,19,White,Less than 10000,Not str republican,Protestant,1,2000-12-11T01:19:15Z
id_600,Never married,66,White,Less than 10000,Independent,None,1,2000-01-30T10:19:27Z
id_601,Married,41,Black,$10000 - 14999,Not str democrat,Protestant,3,2000-04-14T13:18:40Z
id_602,Married,41,White,$25000 or more,Not str democrat,Catholic,4,2000-09-25T23:37:00Z
id_603,Widowed,57,Black,Less than 10000,Not str democrat,Protestant,4,2000-04-10T09:04:28Z
id_604,Widowed,28,Black,$20000 - 24999,Independent,Protestant,1,2000-05-14T07:08:31Z
id_605,Divorced,46,White,$10000 - 14999,Independent,None,2,2000-03-22T09:45:33Z
id_606,Never married,46,Black,$25000 or more,Strong democrat,Protestant,3,2000-11-07T01:14:34Z
id_607,Married,27,Other,$25000 or more,Not str democrat,Protestant,1,2000-03-12T06:25:37Z
id_608,Married,39,Black,$25000 or more,Strong democrat,Protestant,6,2000-11-14T20:14:06Z
id_609,Married,89,White,Less than 10000,Strong democrat,Protestant,5,2000-05-18T20:58:13Z
id_610,Never married,36,White,Less than 10000,Independent,Protestant,8,2000-06-03T16:11:22Z
id_611,Married,29,White,$25000 or more,Not str republican,None,2,2000-09-05T05:10:09Z
id_612,Divorced,63,White,$25000 or more,Strong republican,Protestant,2,2000-02-23T02:18:58Z
id_613,Divorced,47,White,$10000 - 14999,Not str democrat,None,3,2000-01-26T18:40:42Z
id_614,Divorced,72,White,Less than 10000,Not str democrat,Protestant,3,2001-01-16T04:23:27Z
id_615,Married,46,White,Less than 10000,Strong democrat,None,6,2000-08-19T10:48:15Z
id_616,Divorced,44,Black,$20000 - 24999,Strong democrat,Protestant,4,2000-10-30T21:01:09Z
id_617,Divorced,52,White,$20000 - 24999,Strong republican,Protestant,3,2000-12-10T03:54:03Z
id_618,Never married,25,White,$25000 or more,Strong republican,Catholic,1,2000-10-21T00:13:25Z
id_619,Married,59,White,$15000 - 19999,Not str democrat,Protestant,2,2001-01-11T02:48:40Z
id_620,Widowed,81,White,Less than 10000,Not str republican,Protestant,7,2000-02-03T21:16:24Z
id_621,Married,31,White,$20000 - 24999,Not str democrat,Catholic,2,2000-12-14T08:57:32Z
id_622,Married,60,White,$25000 or more,Strong republican,Protestant,1,2000-11-30T12:02:40Z
id_623,Never married,34,Other,Less than 10000,Independent,Catholic,2,2000-10-28T12:39:57Z
id_624,Divorced,51,White,$20000 - 24999,Independent,Protestant,2,2000-06-04T15:26:27Z
id_625,Widowed,84,White,Less than 10000,Not str republican,Protestant,8,2000-02-03T03:21:45Z
id_626,Married,31,White,$25000 or more,Strong democrat,Catholic,1,2000-05-31T02:28:20Z
id_627,Married,46,White,Less than 10000,Independent,Other,2,2000-04-27T22:07:00Z
id_628,Never married,25,White,$25000 or more,Independent,Other,2,2000-11-24T23:59:30Z
id_629,Married,34,Black,$25000 or more,Strong democrat,Protestant,1,2000-05-30T08:49:19Z
id_630,Married,57,White,Less than 10000,Independent,None,5,2000-05-09T04:01:06Z
id_631,Widowed,84,White,Less than 10000,Independent,Protestant,1,2000-10-22T13:43:49Z
id_632,Married,78,White,Less than 10000,Not str democrat,Protestant,3,2000-11-22T22:30:46Z
id_633,Divorced,38,White,Less than 10000,Independent,Other,4,2000-07-04T07:52:06Z
id_634,Married,42,White,$25000 or more,Not str republican,Catholic,3,2000-10-11T18:34:12Z
id_635,Married,41,White,Less than 10000,Independent,Catholic,1,2000-02-25T19:42:44Z
id_636,Married,55,White,$25000 or more,Independent,Protestant,3,2000-04-08T05:49:04Z
id_637,Never married,19,White,Less than 10000,Independent,Protestant,0,2001-01-01T20:59:35Z
id_638,Widowed,82,White,Less than 10000,Strong democrat,Catholic,3,2000-10-19T23:22:59Z
id_639,Married,66,White,Less than 10000,Independent,Catholic,3,2000-11-13T11:11:22Z
id_640,Married,52,White,$25000 or more,Independent,Catholic,2,2000-06-19T15:14:22Z
id_641,Divorced,70,White,Less than 10000,Independent,Catholic,2,2000-08-23T01:45:46Z
id_642,Married,20,White,Less than 10000,Not str republican,Protestant,3,2000-11-06T02:21:06Z
id_643,Divorced,56,White,Less than 10000,Strong republican,Protestant,2,2000-12-08T21:16:01Z
id_644,Divorced,35,White,Less than 10000,Not str democrat,Catholic,2,2000-06-07T17:00:30Z
id_645,Never married,19,Other,$20000 - 24999,Independent,Catholic,0,2000-02-20T18:52:29Z
id_646,Divorced,47,White,$20000 - 24999,Not str democrat,Catholic,2,2000-09-03T18:01:03Z
id_647,Divorced,42,White,$25000 or more,Not str democrat,Catholic,2,2000-10-17T15:09:14Z
id_648,Married,54,White,Less than 10000,Independent,Catholic,2,2000-02-18T23:26:59Z
id_649,Separated,26,Other,$20000 - 24999,Independent,Protestant,2,2000-05-07T17:13:56Z
id_650,Never married,69,White,$10000 - 14999,Not str republican,Protestant,2,2000-08-30T15:47:58Z
id_651,Married,29,White,$25000 or more,Independent,Catholic,2,2000-10-20T07:14:26Z
id_652,Never married,29,Black,$10000 - 14999,Not str democrat,Protestant,3,2000-12-19T08:54:55Z
id_653,Divorced,68,White,Less than 10000,Independent,Catholic,2,2000-07-10T20:28:40Z
id_654,Married,40,Other,$25000 or more,Independent,Catholic,0,2000-08-13T07:03:46Z
id_655,Never married,58,Black,$20000 - 24999,Independent,Protestant,4,2000-10-14T07:57:31Z
id_656,Married,59,White,$25000 or more,Strong republican,Catholic,2,2000-11-27T13:18:13Z
id_657,Married,35,White,$20000 - 24999,Not str democrat,Protestant,2,2000-12-16T11:25:42Z
id_658,Divorced,52,White,$15000 - 19999,Independent,Protestant,3,2000-02-08T08:44:49Z
id_659,Married,53,White,$25000 or more,Independent,None,5,2000-07-20T19:01:55Z
id_660,Never married,44,White,$25000 or more,Not str republican,Protestant,2,2000-05-26T00:40:15Z
id_661,Never married,39,White,$25000 or more,Not str democrat,Catholic,4,2000-11-23T04:51:01Z
id_662,Divorced,38,White,$20000 - 24999,Strong republican,Protestant,3,2000-11-08T21:12:43Z
id_663,Never married,44,White,$25000 or more,Not str democrat,None,0,2000-03-01T16:07:23Z
id_664,Never married,41,White,$25000 or more,Not str republican,Protestant,1,2000-10-05T13:43:27Z
id_665,Married,44,White,$25000 or more,Independent,Protestant,1,2000-04-13T20:05:13Z
id_666,Married,30,White,$25000 or more,Not str democrat,None,1,2000-02-15T03:54:20Z
id_667,Married,31,White,Less than 10000,Not str democrat,Catholic,2,2000-12-26T04:12:04Z
id_668,Married,38,White,Less than 10000,Not str democrat,Protestant,2,2000-03-16T06:02:51Z
id_669,Married,29,White,$25000 or more,Not str republican,Other,3,2000-09-11T13:14:14Z
id_670,Married,26,White,$25000 or more,Not str republican,None,2,2000-03-22T05:39:55Z
id_671,Divorced,52,White,$25000 or more,Strong republican,Protestant,2,2000-01-26T01:48:56Z
id_672,Never married,53,White,$25000 or more,Not str democrat,Catholic,2,2000-07-27T12:42:22Z
id_673,Never married,26,Other,Less than 10000,Not str democrat,Catholic,0,2000-02-19T07:21:02Z
id_674,Never married,47,White,$25000 or more,Independent,Other,2,2000-05-01T07:22:41Z
id_675,Divorced,50,White,$25000 or more,Independent,Catholic,4,2000-06-20T14:35:08Z
id_676,Never married,38,Black,Less than 10000,Independent,Protestant,3,2000-08-20T16:08:11Z
id_677,Never married,43,Black,$15000 - 19999,Not str democrat,Protestant,3,2000-11-08T23:29:21Z
id_678,Widowed,68,Black,Less than 10000,Strong democrat,Protestant,3,2000-04-01T15:48:41Z
id_679,Never married,32,Black,Less than 10000,Not str republican,None,3,2000-07-04T21:04:18Z
id_680,Widowed,89,Black,Less than 10000,Not str democrat,Protestant,10,2000-06-30T17:58:28Z
id_681,Widowed,77,Black,Less than 10000,Strong democrat,Protestant,3,2000-10-13T06:43:33Z
id_682,Never married,23,Black,Less than 10000,Strong democrat,Protestant,2,2000-10-06T07:53:30Z
id_683,Separated,77,Black,Less than 10000,Strong republican,Protestant,10,2000-11-17T22:56:21Z
id_684,Married,44,Black,Less than 10000,Strong democrat,Protestant,5,2000-12-08T05:04:56Z
id_685,Divorced,42,Black,$15000 - 19999,Not str democrat,Protestant,1,2001-01-01T09:30:55Z
id_686,Married,30,White,$25000 or more,Strong republican,Catholic,2,2000-08-07T06:06:10Z
id_687,Divorced,25,Black,$15000 - 19999,Independent,Protestant,4,2000-07-27T21:40:58Z
id_688,Married,53,White,Less than 10000,Not str democrat,Protestant,2,2000-03-21T04:53:56Z
id_689,Married,44,Black,Less than 10000,Independent,Protestant,1,2000-07-12T03:24:24Z
id_690,Divorced,36,Black,Less than 10000,Strong democrat,Protestant,2,2000-04-20T15:02:50Z
id_691,Widowed,78,White,Less than 10000,Strong democrat,Protestant,10,2000-02-02T06:55:07Z
id_692,Married,29,White,$15000 - 19999,Independent,Protestant,3,2000-09-07T01:34:23Z
id_693,Married,46,White,$25000 or more,Not str democrat,Protestant,1,2000-08-03T04:59:19Z
id_694,Never married,79,White,Less than 10000,Not str republican,Catholic,5,2000-03-10T00:09:18Z
id_695,Married,61,White,$25000 or more,Strong republican,Protestant,2,2000-05-01T13:36:35Z
id_696,Married,44,White,$20000 - 24999,Not str democrat,Protestant,2,2000-08-19T02:49:34Z
id_697,Married,37,White,$25000 or more,Not str republican,Protestant,3,2000-03-19T03:04:22Z
id_698,Never married,42,White,$20000 - 24999,Strong democrat,Catholic,6,2000-02-22T23:23:40Z
id_699,Married,39,White,Less than 10000,Independent,Protestant,2,2000-06-23T14:25:22Z
id_700,Married,29,White,$25000 or more,Not str democrat,Other,4,2000-05-27T22:29:42Z
id_701,Married,48,White,Less than 10000,Independent,Protestant,4,2000-11-22T23:22:54Z
id_702,Married,32,Black,$20000 - 24999,Not str democrat,Protestant,3,2000-04-22T22:29:21Z
id_703,Divorced,38,White,$20000 - 24999,Not str republican,Protestant,3,2000-01-27T04:47:12Z
id_704,Widowed,64,White,$25000 or more,Independent,Protestant,4,2000-11-29T08:48:11Z
id_705,Divorced,50,White,$25000 or more,Not str democrat,Protestant,4,2000-05-20T04:30:22Z
id_706,Separated,34,White,$15000 - 19999,Independent,None,4,2000-09-05T23:07:08Z
id_707,Married,81,White,Less than 10000,Strong republican,Protestant,4,2000-08-05T17:17:37Z
id_708,Married,73,White,Less than 10000,Not str democrat,Protestant,4,2000-06-04T12:10:26Z
id_709,Never married,42,White,$25000 or more,Strong democrat,Catholic,4,2000-03-26T18:11:38Z
id_710,Married,56,White,Less than 10000,Independent,Catholic,2,2000-06-23T17:17:58Z
id_711,Separated,47,Black,$20000 - 24999,Not str democrat,Protestant,2,2000-09-05T14:12:03Z
id_712,Never married,21,White,Less than 10000,Not str democrat,Catholic,3,2000-07-27T08:33:53Z
id_713,Married,51,Black,$25000 or more,Not str democrat,Protestant,4,2000-09-16T03:35:57Z
id_714,Never married,41,White,$15000 - 19999,Not str democrat,Catholic,1,2000-10-11T16:11:31Z
id_715,Married,59,White,$20000 - 24999,Strong republican,Catholic,2,2000-07-14T21:44:15Z
id_716,Widowed,69,White,Less than 10000,Not str democrat,Catholic,5,2000-06-07T10:33:08Z
id_717,Divorced,63,White,Less than 10000,Independent,Protestant,2,2000-01-21T05:30:39Z
id_718,Separated,57,White,$25000 or more,Independent,Protestant,1,2000-01-20T01:50:52Z
id_719,Married,65,White,Less than 10000,Strong democrat,Catholic,1,2001-01-16T21:00:26Z
id_720,Never married,36,White,$10000 - 14999,Independent,None,2,2000-02-27T05:09:50Z
id_721,Never married,37,White,$25000 or more,Strong democrat,Protestant,3,2000-06-19T23:04:31Z
id_722,Never married,52,White,$10000 - 14999,Not str democrat,None,1,2000-10-07T11:23:00Z
id_723,Never married,19,Other,Less than 10000,Strong democrat,Other,3,2000-10-16T11:56:57Z
id_724,Never married,23,White,Less than 10000,Not str democrat,Catholic,3,2000-12-02T21:07:23Z
id_725,Married,40,Black,$15000 - 19999,Independent,None,8,2000-08-28T04:59:51Z
id_726,Divorced,47,White,$25000 or more,Not str democrat,Catholic,1,2000-10-21T11:58:32Z
id_727,Never married,34,White,Less than 10000,Independent,Catholic,2,2000-11-23T19:39:11Z
id_728,Married,48,White,$20000 - 24999,Independent,Catholic,2,2000-08-30T00:08:31Z
id_729,Married,48,White,$10000 - 14999,Independent,Protestant,2,2000-11-04T01:09:59Z
id_730,Married,40,White,$25000 or more,Independent,Catholic,2,2000-01-27T02:14:27Z
id_731,Married,33,White,$25000 or more,Strong republican,Catholic,1,2000-06-19T07:39:46Z
id_732,Married,38,White,$25000 or more,Not str republican,Catholic,2,2000-12-03T22:27:08Z
id_733,Never married,25,Black,$25000 or more,Not str democrat,Protestant,2,2000-09-11T15:46:54Z
id_734,Never married,22,Black,Less than 10000,Independent,None,3,2000-12-22T02:06:32Z
id_735,Never married,22,White,Less than 10000,Strong democrat,None,6,2000-03-21T18:18:38Z
id_736,Married,43,White,$25000 or more,Independent,None,1,2000-05-13T07:35:06Z
id_737,Divorced,43,White,$20000 - 24999,Not str democrat,Protestant,1,2000-11-08T02:04:21Z
id_738,Married,31,White,Less than 10000,Not str democrat,Protestant,1,2001-01-14T16:32:24Z
id_739,Married,72,White,Less than 10000,Not str republican,Protestant,2,2000-05-15T17:19:12Z
id_740,Married,63,White,$15000 - 19999,Not str republican,Protestant,1,2000-01-19T03:57:10Z
id_741,Separated,40,White,$20000 - 24999,Strong democrat,Protestant,0,2001-01-15T20:42:44Z
id_742,Married,32,White,$25000 or more,Not str republican,Protestant,2,2000-03-13T00:36:46Z
id_743,Divorced,67,White,Less than 10000,Strong democrat,Protestant,4,2000-02-05T19:06:05Z
id_744,Married,31,Black,Less than 10000,Strong democrat,Protestant,2,2000-08-24T08:38:18Z
id_745,Never married,33,White,$25000 or more,Not str republican,Protestant,1,2000-05-15T08:02:04Z
id_746,Never married,44,White,Less than 10000,Not str republican,Catholic,4,2000-07-29T22:48:50Z
id_747,Married,40,Black,$25000 or more,Strong democrat,Protestant,2,2000-11-04T20:28:21Z
id_748,Never married,22,White,$10000 - 14999,Independent,Protestant,3,2000-02-12T22:59:22Z
id_749,Married,27,White,$15000 - 19999,Not str republican,Catholic,1,2000-09-29T02:32:50Z
id_750,Never married,34,White,$20000 - 24999,Independent,None,4,2000-12-30T22:15:52Z
id_751,Widowed,24,Black,Less than 10000,Strong democrat,Protestant,10,2000-04-29T09:24:40Z
id_752,Married,61,White,Less than 10000,Not str democrat,Protestant,4,2000-04-19T00:16:22Z
id_753,Married,38,White,Less than 10000,Independent,Protestant,4,2000-03-17T01:58:00Z
id_754,Widowed,70,White,Less than 10000,Not str republican,Protestant,1,2000-02-13T22:41:02Z
id_755,Never married,33,White,Less than 10000,Independent,None,1,2000-08-09T18:01:02Z
id_756,Married,38,White,$15000 - 19999,Not str democrat,Catholic,2,2000-07-16T00:12:51Z
id_757,Divorced,36,White,$25000 or more,Strong republican,Protestant,2,2000-07-17T15:20:58Z
id_758,Married,70,White,$25000 or more,Not str democrat,Other,2,2000-12-08T20:56:29Z
id_759,Never married,34,White,$25000 or more,Not str republican,Protestant,2,2000-02-01T03:53:47Z
id_760,Married,73,White,Less than 10000,Strong republican,Protestant,1,2000-04-02T07:10:16Z
id_761,Married,69,White,$25000 or more,Strong republican,Catholic,2,2000-07-24T18:32:20Z
id_762,Widowed,88,White,Less than 10000,Strong republican,Protestant,3,2000-04-14T05:29:42Z
id_763,Widowed,80,White,Less than 10000,Not str democrat,Other,3,2000-08-16T08:06:44Z
id_764,Married,46,White,$15000 - 19999,Not str republican,Protestant,4,2000-07-13T05:38:20Z
id_765,Married,42,Black,Less than 10000,Not str democrat,Protestant,5,2000-08-14T02:40:46Z
id_766,Widowed,84,White,Less than 10000,Strong republican,Protestant,1,2000-03-11T11:43:10Z
id_767,Married,30,White,$25000 or more,Independent,Protestant,4,2000-03-12T01:23:28Z
id_768,Married,33,Black,Less than 10000,Not str republican,Protestant,4,2000-06-17T14:58:49Z
id_769,Widowed,47,White,$25000 or more,Not str democrat,Protestant,3,2000-09-24T17:02:52Z
id_770,Married,54,Other,$25000 or more,Independent,Catholic,0,2000-09-13T21:11:43Z
id_771,Married,42,White,Less than 10000,Not str democrat,Other,2,2000-12-18T23:30:34Z
id_772,Never married,23,White,$10000 - 14999,Independent,Catholic,3,2000-11-11T07:52:16Z
id_773,Never married,30,White,$25000 or more,Not str republican,Catholic,1,2000-09-22T02:30:11Z
id_774,Married,50,Black,$20000 - 24999,Independent,Protestant,2,2000-11-09T06:33:27Z
id_775,Married,22,White,Less than 10000,Independent,Protestant,10,2000-03-05T14:24:12Z
id_776,Married,42,White,$25000 or more,Not str republican,Protestant,3,2000-04-19T12:19:27Z
id_777,Married,66,White,Less than 10000,Strong democrat,Catholic,4,2000-05-19T01:47:39Z
id_778,Married,62,White,$25000 or more,Strong republican,Protestant,2,2000-06-15T18:56:20Z
id_779,Divorced,41,White,$25000 or more,Strong democrat,Protestant,1,2000-09-07T06:33:15Z
id_780,Never married,41,White,$25000 or more,Strong republican,Protestant,1,2000-11-09T16:20:01Z
id_781,Never married,29,White,$20000 - 24999,Not str republican,Protestant,2,2000-04-22T10:47:43Z
id_782,Never married,24,Other,Less than 10000,Independent,None,2,2000-11-13T15:41:05Z
id_783,Divorced,30,White,$25000 or more,Independent,Protestant,1,2000-01-24T09:26:29Z
id_784,Married,27,Black,Less than 10000,Not str democrat,Protestant,1,2000-09-14T05:44:30Z
id_785,Never married,39,White,$25000 or more,Not str democrat,Protestant,2,2000-11-10T19:37:49Z
id_786,Never married,55,White,$25000 or more,Strong democrat,Catholic,1,2000-07-05T14:09:00Z
id_787,Never married,25,White,$20000 - 24999,Not str democrat,Protestant,6,2000-04-02T04:18:04Z
id_788,Divorced,41,Black,$25000 or more,Strong democrat,Other,4,2000-01-25T14:20:44Z
id_789,Never married,23,White,$25000 or more,Independent,None,3,2000-05-01T08:31:23Z
id_790,Divorced,40,White,$10000 - 14999,Independent,Protestant,1,2000-12-18T17:14:25Z
id_791,Divorced,60,White,$25000 or more,Independent,None,1,2000-12-25T11:04:32Z
id_792,Never married,28,White,$25000 or more,Independent,Other,2,2000-08-04T07:04:59Z
id_793,Separated,53,Black,$10000 - 14999,Strong democrat,Protestant,5,2000-04-08T00:53:35Z
id_794,Married,76,White,Less than 10000,Strong democrat,Catholic,5,2000-07-15T20:37:09Z
id_795,Married,34,White,Less than 10000,Not str democrat,Catholic,6,2000-11-06T22:46:33Z
id_796,Married,44,Black,$25000 or more,Strong democrat,Protestant,2,2000-06-15T22:06:47Z
id_797,Never married,22,White,$15000 - 19999,Strong democrat,Catholic,3,2000-02-25T16:29:16Z
id_798,Never married,24,Black,Less than 10000,Strong democrat,Other,6,2000-04-30T09:58:12Z
id_799,Widowed,45,Black,$15000 - 19999,Not str democrat,None,8,2000-05-30T00:36:17Z
id_800,Never married,23,Black,Less than 10000,Independent,Protestant,4,2000-04-22T14:41:32Z
id_801,Married,43,White,$25000 or more,Independent,None,5,2000-07-08T23:57:17Z
id_802,Married,48,White,$25000 or more,Strong republican,Protestant,1,2000-05-31T15:04:19Z
id_803,Married,42,White,$25000 or more,Independent,Catholic,1,2000-03-03T02:44:21Z
id_804,Married,28,White,$25000 or more,Not str republican,Protestant,1,2000-02-04T22:16:40Z
id_805,Married,60,White,$10000 - 14999,Not str republican,Protestant,2,2000-04-23T21:53:17Z
id_806,Never married,31,Black,$25000 or more,Independent,Protestant,5,2001-01-07T06:01:46Z
id_807,Married,57,Black,Less than 10000,Independent,Protestant,5,2000-07-15T12:25:47Z
id_808,Married,52,White,$25000 or more,Not str republican,Protestant,2,2000-07-11T14:40:27Z
id_809,Never married,21,Black,Less than 10000,Not str democrat,Protestant,4,2000-10-18T18:52:56Z
id_810,Married,34,White,Less than 10000,Not str republican,Protestant,1,2000-09-19T02:02:14Z
id_811,Married,48,White,Less than 10000,Independent,Protestant,3,2000-02-05T19:33:07Z
id_812,Married,56,White,$25000 or more,Independent,None,3,2000-09-29T03:17:24Z
id_813,Married,50,White,Less than 10000,Strong democrat,Other,2,2000-05-30T16:22:30Z
id_814,Married,59,White,Less than 10000,Not str republican,Protestant,1,2000-12-07T07:42:54Z
id_815,Married,39,White,Less than 10000,Strong democrat,Other,1,2000-10-28T11:41:47Z
id_816,Never married,43,Black,Less than 10000,Strong democrat,Catholic,12,2000-03-09T16:15:01Z
id_817,Never married,29,Black,$25000 or more,Not str democrat,Protestant,2,2000-05-05T16:50:49Z
id_818,Never married,34,White,Less than 10000,Not str democrat,Protestant,3,2000-03-04T20:59:48Z
id_819,Divorced,30,White,$25000 or more,Not str republican,Catholic,0,2000-08-21T15:10:53Z
id_820,Divorced,56,White,$25000 or more,Not str republican,Catholic,2,2000-08-11T07:14:38Z
id_821,Never married,32,White,Less than 10000,Independent,Catholic,3,2000-09-26T19:12:42Z
id_822,Married,52,Black,$25000 or more,Not str democrat,Other,1,2000-05-11T15:41:18Z
id_823,Married,52,White,$15000 - 19999,Not str republican,Protestant,1,2000-08-27T08:57:37Z
id_824,Divorced,40,White,$10000 - 14999,Strong republican,Protestant,4,2001-01-15T10:43:51Z
id_825,Divorced,31,White,$15000 - 19999,Not str republican,Protestant,2,2000-10-16T17:47:51Z
id_826,Widowed,25,White,$25000 or more,Not str republican,Protestant,4,2000-02-15T11:48:52Z
id_827,Divorced,43,White,$25000 or more,Independent,Other,2,2000-07-01T20:33:11Z
id_828,Married,27,White,$20000 - 24999,Not str democrat,Protestant,4,2000-02-07T07:45:14Z
id_829,Divorced,49,White,Less than 10000,Not str democrat,Protestant,2,2000-05-22T00:08:28Z
id_830,Never married,37,Black,$25000 or more,Independent,None,3,2000-10-13T08:31:16Z
id_831,Separated,32,White,$20000 - 24999,Independent,None,12,2000-01-20T05:33:39Z
id_832,Married,32,White,Less than 10000,Independent,None,2,2000-10-27T05:56:18Z
id_833,Divorced,69,White,$10000 - 14999,Independent,None,2,2000-07-06T04:15:35Z
id_834,Married,64,Other,$25000 or more,Not str democrat,Catholic,3,2000-10-08T13:20:49Z
id_835,Married,46,White,$25000 or more,Not str democrat,None,3,2000-09-18T16:04:18Z
id_836,Married,56,White,$25000 or more,Strong democrat,Protestant,2,2000-08-15T02:34:52Z
id_837,Married,42,White,$25000 or more,Not str republican,Protestant,1,2000-10-02T07:46:42Z
id_838,Divorced,76,White,Less than 10000,Strong democrat,Catholic,6,2000-09-15T06:30:55Z
id_839,Widowed,52,White,Less than 10000,Not str democrat,Catholic,3,2000-05-03T15:09:17Z
id_840,Divorced,44,White,$25000 or more,Not str republican,Protestant,5,2000-02-23T07:38:12Z
id_841,Never married,56,White,$25000 or more,Strong democrat,Catholic,2,2001-01-04T23:23:39Z
id_842,Never married,26,White,$20000 - 24999,Not str republican,None,6,2000-10-14T05:26:37Z
id_843,Divorced,51,Other,$25000 or more,Independent,Protestant,1,2000-08-29T23:38:54Z
id_844,Divorced,56,White,$25000 or more,Strong democrat,None,1,2000-03-02T14:56:27Z
id_845,Divorced,47,White,$25000 or more,Strong republican,Catholic,4,2000-08-07T02:57:39Z
id_846,Never married,47,White,$25000 or more,Independent,Protestant,3,2000-04-23T21:32:12Z
id_847,Divorced,37,White,$10000 - 14999,Strong republican,Protestant,4,2000-12-12T12:41:13Z
id_848,Separated,34,Black,$10000 - 14999,Independent,Protestant,2,2000-01-22T02:07:19Z
id_849,Married,39,Black,$10000 - 14999,Independent,Protestant,2,2000-04-14T04:34:23Z
id_850,Married,43,Black,Less than 10000,Independent,Protestant,3,2000-03-06T07:47:50Z
id_851,Married,44,Black,Less than 10000,Not str democrat,Protestant,8,2000-05-17T03:07:03Z
id_852,Married,54,White,Less than 10000,Not str democrat,Protestant,4,2000-10-10T14:10:24Z
id_853,Married,45,Black,Less than 10000,Not str republican,Protestant,1,2001-01-15T16:58:32Z
id_854,Never married,85,White,Less than 10000,Not str democrat,Protestant,6,2000-10-06T11:13:06Z
id_855,Separated,49,Black,$25000 or more,Not str democrat,Protestant,5,2000-07-21T08:29:05Z
id_856,Married,58,Black,$20000 - 24999,Strong democrat,Protestant,2,2000-06-26T07:43:41Z
id_857,Never married,44,Black,Less than 10000,Not str democrat,Protestant,4,2000-12-30T23:57:59Z
id_858,Never married,28,Black,$10000 - 14999,Not str democrat,Protestant,1,2000-03-02T17:09:35Z
id_859,Married,61,Black,Less than 10000,Independent,Protestant,2,2000-02-15T05:33:38Z
id_860,Widowed,72,Black,Less than 10000,Strong democrat,Protestant,4,2000-12-09T02:39:01Z
id_861,Never married,44,White,Less than 10000,Strong democrat,Protestant,1,2000-06-22T01:52:21Z
id_862,Never married,28,White,$25000 or more,Independent,Other,0,2000-02-03T05:34:54Z
id_863,Married,35,White,$25000 or more,Not str democrat,None,2,2000-09-11T16:37:02Z
id_864,Divorced,66,White,Less than 10000,Independent,None,4,2000-07-08T05:50:10Z
id_865,Separated,36,White,Less than 10000,Independent,None,1,2000-08-31T21:20:55Z
id_866,Married,71,White,Less than 10000,Strong democrat,Catholic,2,2000-04-26T20:19:41Z
id_867,Widowed,48,White,$25000 or more,Not str democrat,Catholic,1,2000-03-16T07:10:02Z
id_868,Married,49,White,$25000 or more,Not str republican,None,2,2000-02-29T13:05:42Z
id_869,Widowed,42,White,$25000 or more,Not str democrat,Other,1,2000-07-22T12:58:18Z
id_870,Never married,55,White,Less than 10000,Not str democrat,Catholic,8,2000-08-06T07:24:04Z
id_871,Divorced,66,White,Less than 10000,Not str democrat,Protestant,1,2000-03-10T04:55:18Z
id_872,Married,62,White,$25000 or more,Strong democrat,Protestant,3,2000-03-20T20:44:12Z
id_873,Never married,61,White,Less than 10000,Not str republican,Protestant,3,2000-10-23T14:45:52Z
id_874,Married,30,White,$25000 or more,Strong republican,Protestant,2,2000-07-29T18:07:21Z
id_875,Never married,23,White,$10000 - 14999,Not str democrat,Protestant,4,2000-11-28T20:24:57Z
id_876,Never married,41,White,Less than 10000,Strong democrat,Protestant,2,2000-09-21T05:59:33Z
id_877,Never married,41,Black,$25000 or more,Not str democrat,None,4,2000-01-23T12:02:16Z
id_878,Never married,19,Black,Less than 10000,Strong democrat,Protestant,3,2000-09-28T10:32:40Z
id_879,Married,89,Black,Less than 10000,Strong democrat,Protestant,3,2000-12-10T02:17:56Z
id_880,Widowed,79,Black,Less than 10000,Strong democrat,Protestant,4,2000-09-05T23:39:26Z
id_881,Divorced,44,Black,Less than 10000,Strong democrat,Other,4,2000-02-26T23:57:42Z
id_882,Divorced,67,Black,Less than 10000,Independent,Other,2,2000-12-20T20:07:20Z
id_883,Never married,23,Black,$20000 - 24999,Not str democrat,Protestant,4,2000-09-21T21:52:07Z
id_884,Divorced,66,White,Less than 10000,Strong democrat,Other,3,2000-03-13T02:43:57Z
id_885,Divorced,39,White,Less than 10000,Independent,Catholic,1,2000-10-17T12:34:05Z
id_886,Divorced,67,White,Less than 10000,Not str democrat,Catholic,2,2000-12-28T17:16:26Z
id_887,Married,38,White,$25000 or more,Strong democrat,None,0,2000-06-20T17:38:48Z
id_888,Divorced,47,White,Less than 10000,Independent,None,1,2000-05-06T16:41:06Z
id_889,Never married,22,Other,Less than 10000,Strong democrat,Catholic,0,2000-04-22T16:17:21Z
id_890,Married,35,White,$15000 - 19999,Not str republican,Protestant,1,2000-04-09T07:16:30Z
id_891,Married,35,White,$25000 or more,Not str republican,Protestant,0,2000-08-12T18:11:35Z
id_892,Married,60,White,Less than 10000,Strong democrat,Catholic,5,2000-10-21T15:54:01Z
id_893,Widowed,73,White,Less than 10000,Independent,Catholic,2,2000-09-19T19:16:59Z
id_894,Married,47,White,$25000 or more,Independent,Protestant,1,2000-08-05T18:08:30Z
id_895,Never married,32,Black,Less than 10000,Strong democrat,Protestant,1,2000-11-10T17:22:56Z
